ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1685115,8.73E-02,3.14E-02,2.5836605,-5.33194,0.26455704,70167225,HEXIM1,hexamethylene bisacetamide inducible 1
ILMN_1897091,8.73E-02,3.14E-02,2.5834921,-5.33221,0.26855764,19029346,,
ILMN_1739366,8.73E-02,3.14E-02,2.583349,-5.33244,0.25315485,969812478,TBR1,"T-box, brain 1"
ILMN_1841540,8.73E-02,3.14E-02,-2.5833203,-5.33248,-0.23866656,11512975,,
ILMN_1914158,8.73E-02,3.14E-02,2.5833183,-5.33248,0.25082114,4813390,,
ILMN_1892768,8.73E-02,3.14E-02,2.5833028,-5.33251,0.31408669,27841853,,
ILMN_1890175,8.73E-02,3.14E-02,-2.5832265,-5.33263,-0.24085751,27831678,,
ILMN_1672419,8.73E-02,3.14E-02,2.5831942,-5.33268,0.30303755,574957238,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
ILMN_1768798,8.73E-02,3.14E-02,-2.5828932,-5.33317,-0.44101022,NA,,
ILMN_1824132,8.73E-02,3.14E-02,2.582886,-5.33318,0.27449014,5393704,,
ILMN_1855286,8.73E-02,3.14E-02,-2.5828707,-5.3332,-0.44181738,28277084,CEP85L,centrosomal protein 85 like
ILMN_1817786,8.74E-02,3.14E-02,-2.5825403,-5.33373,-0.19383055,2902720,,
ILMN_1667744,8.74E-02,3.15E-02,-2.5822952,-5.33413,-0.33055728,NA,,
ILMN_1903264,8.74E-02,3.15E-02,-2.5822755,-5.33416,-0.24910148,26190279,,
ILMN_1905101,8.74E-02,3.15E-02,-2.5822484,-5.3342,-0.19970856,6028878,,
ILMN_1808241,8.74E-02,3.15E-02,2.5821656,-5.33433,0.23135608,224593248,PNPLA1,patatin like phospholipase domain containing 1
ILMN_1775919,8.74E-02,3.15E-02,2.5819885,-5.33462,0.34419515,NA,,
ILMN_1806010,8.74E-02,3.15E-02,2.5819401,-5.33469,0.45959415,574957148,CUL9,cullin 9
ILMN_1753729,8.74E-02,3.15E-02,2.581766,-5.33497,0.30619157,262050543,KNG1,kininogen 1
ILMN_1804299,8.74E-02,3.15E-02,-2.5816717,-5.33513,-0.19937957,NA,,
ILMN_1733533,8.74E-02,3.15E-02,-2.581572,-5.33529,-0.23212935,NA,,
ILMN_1810082,8.74E-02,3.15E-02,-2.5814496,-5.33548,-0.70307077,NA,,
ILMN_1695978,8.75E-02,3.15E-02,2.5813611,-5.33562,0.24611241,384871703,LINGO2,leucine rich repeat and Ig domain containing 2
ILMN_1661616,8.75E-02,3.15E-02,2.5812731,-5.33576,0.29647614,291575175,FSHR,follicle stimulating hormone receptor
ILMN_1874021,8.75E-02,3.15E-02,2.5811826,-5.33591,0.19564679,13999335,LOC101927358,uncharacterized LOC101927358
ILMN_1812070,8.75E-02,3.15E-02,2.5811776,-5.33592,0.69804693,318037598,ABCB1,ATP binding cassette subfamily B member 1
ILMN_1762957,8.75E-02,3.15E-02,-2.5811633,-5.33594,-0.18046689,NA,,
ILMN_1893555,8.75E-02,3.15E-02,-2.5810689,-5.33609,-0.34501136,31942436,,
ILMN_2287653,8.75E-02,3.15E-02,-2.5807913,-5.33654,-0.90347507,167857793,PLAG1,PLAG1 zinc finger
ILMN_2057479,8.75E-02,3.15E-02,-2.580764,-5.33658,-0.81056801,268607665,EGFL6,EGF like domain multiple 6
ILMN_1841358,8.75E-02,3.15E-02,-2.5806615,-5.33675,-0.19723393,27878435,,
ILMN_1709314,8.75E-02,3.15E-02,-2.5805257,-5.33696,-0.24423774,984880805,LOC400002,uncharacterized LOC400002
ILMN_1671398,8.76E-02,3.16E-02,2.5801336,-5.33759,0.31299915,194595497,NPAS3,neuronal PAS domain protein 3
ILMN_1860029,8.76E-02,3.16E-02,2.5800022,-5.3378,0.22860708,78732227,,
ILMN_1739925,8.76E-02,3.16E-02,2.5799392,-5.3379,0.31294906,567757538,SLC28A1,solute carrier family 28 member 1
ILMN_1749776,8.76E-02,3.16E-02,-2.5799372,-5.33791,-0.17350051,NA,,
ILMN_1698548,8.76E-02,3.16E-02,-2.579624,-5.33841,-0.2747391,NA,,
ILMN_1833968,8.76E-02,3.16E-02,-2.5794927,-5.33862,-0.20482429,11097803,LINC00945,long intergenic non-protein coding RNA 945
ILMN_1849388,8.76E-02,3.16E-02,-2.5794913,-5.33862,-0.25721252,4223850,,
ILMN_1847866,8.76E-02,3.16E-02,-2.5794327,-5.33872,-0.19645615,31584920,,
ILMN_1815134,8.76E-02,3.16E-02,2.5794131,-5.33875,0.30590947,224591400,PI4K2B,phosphatidylinositol 4-kinase type 2 beta
ILMN_1671235,8.76E-02,3.16E-02,2.5792793,-5.33896,0.29341654,330864770,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5
ILMN_1704208,8.76E-02,3.16E-02,-2.5790716,-5.33929,-0.3129729,NA,,
ILMN_1696683,8.76E-02,3.16E-02,2.5790516,-5.33933,0.28872337,189491767,THRB,thyroid hormone receptor beta
ILMN_1817427,8.76E-02,3.16E-02,-2.57903,-5.33936,-0.22703883,31148804,,
ILMN_1869025,8.77E-02,3.16E-02,2.5786275,-5.34001,0.24945202,5451663,,
ILMN_2061446,8.78E-02,3.17E-02,-2.5777333,-5.34144,-0.73369471,226423948,NCEH1,neutral cholesterol ester hydrolase 1
ILMN_1835610,8.78E-02,3.17E-02,-2.5775484,-5.34174,-0.33879331,6504596,,
ILMN_1886719,8.78E-02,3.17E-02,-2.5775305,-5.34177,-0.35439381,47414305,11-Sep,septin 11
ILMN_2068274,8.78E-02,3.17E-02,2.5775057,-5.3418,0.22767512,756398257,CLEC9A,C-type lectin domain family 9 member A
ILMN_2169439,8.79E-02,3.17E-02,-2.5772098,-5.34228,-0.39442755,495529074,ITGAV,integrin subunit alpha V
ILMN_2095633,8.79E-02,3.17E-02,2.5771359,-5.3424,0.22123547,10190671,FGF22,fibroblast growth factor 22
ILMN_1840890,8.79E-02,3.17E-02,-2.5771354,-5.3424,-0.22922245,51668083,,
ILMN_1904254,8.79E-02,3.17E-02,-2.5767545,-5.34301,-0.27241319,2408620,,
ILMN_1690621,8.79E-02,3.17E-02,2.5766401,-5.34319,1.16703517,113722119,ADGRV1,adhesion G protein-coupled receptor V1
ILMN_1849130,8.79E-02,3.17E-02,-2.5765208,-5.34338,-0.23671691,27880371,,
ILMN_1914266,8.80E-02,3.18E-02,-2.5762169,-5.34387,-0.36353814,72069029,OR5G5P,olfactory receptor family 5 subfamily G member 5 pseudogene
ILMN_1683112,8.80E-02,3.18E-02,2.5760381,-5.34416,0.33202521,56118235,FANCC,Fanconi anemia complementation group C
ILMN_1784341,8.80E-02,3.18E-02,-2.5757639,-5.3446,-0.1793863,109702898,FOXK2,forkhead box K2
ILMN_1791206,8.81E-02,3.18E-02,2.5754079,-5.34517,0.30356629,209976987,ZNF490,zinc finger protein 490
ILMN_1654653,8.81E-02,3.18E-02,-2.5751725,-5.34555,-0.89629281,110735429,KLC1,kinesin light chain 1
ILMN_1903875,8.81E-02,3.18E-02,-2.5749082,-5.34597,-0.21626453,6047355,,
ILMN_1836942,8.81E-02,3.18E-02,-2.5747869,-5.34616,-0.16410484,2064088,,
ILMN_1661595,8.82E-02,3.19E-02,2.5743786,-5.34682,0.88753208,255708455,C1orf53,chromosome 1 open reading frame 53
ILMN_1718107,8.82E-02,3.19E-02,-2.5741968,-5.34711,-1.68680729,606215140,MAGEA12,MAGE family member A12
ILMN_2297352,8.82E-02,3.19E-02,-2.5741947,-5.34711,-1.54994698,NA,,
ILMN_1869179,8.82E-02,3.19E-02,2.5740475,-5.34735,0.35939427,20362761,,
ILMN_1896653,8.82E-02,3.19E-02,-2.5739454,-5.34751,-0.27978872,83149246,,
ILMN_1716335,8.82E-02,3.19E-02,2.5736811,-5.34794,0.2061566,157419147,P2RX6,purinergic receptor P2X 6
ILMN_1912867,8.83E-02,3.19E-02,-2.5734976,-5.34823,-0.20240668,2113361,,
ILMN_1897348,8.83E-02,3.19E-02,-2.5734379,-5.34833,-0.25806643,14340911,,
ILMN_1900540,8.83E-02,3.19E-02,-2.5730107,-5.34901,-0.28205277,20360893,,
ILMN_1815859,8.83E-02,3.19E-02,-2.5728178,-5.34932,-0.49445575,195947405,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit"
ILMN_1831255,8.84E-02,3.19E-02,-2.5726998,-5.34951,-0.24666618,7316193,,
ILMN_1808800,8.84E-02,3.20E-02,2.5723871,-5.35001,0.30920994,NA,,
ILMN_1741155,8.84E-02,3.20E-02,2.5720802,-5.3505,0.36479463,1022943296,ZNF41,zinc finger protein 41
ILMN_1739393,8.84E-02,3.20E-02,-2.5720493,-5.35055,-0.34365714,187960041,SELE,selectin E
ILMN_1863541,8.85E-02,3.20E-02,-2.5717626,-5.35101,-0.30744047,6474242,,
ILMN_1810531,8.85E-02,3.20E-02,2.5714859,-5.35145,0.20765832,372266189,DRG2,developmentally regulated GTP binding protein 2
ILMN_1659692,8.85E-02,3.20E-02,2.5712024,-5.35191,0.23437697,291575121,NPIPB3,nuclear pore complex interacting protein family member B3
ILMN_1656380,8.85E-02,3.20E-02,-2.5711955,-5.35192,-0.51883964,NA,,
ILMN_1749579,8.85E-02,3.20E-02,2.5710048,-5.35223,0.22803517,126131103,PKHD1,polycystic kidney and hepatic disease 1 (autosomal recessive)
ILMN_1714458,8.86E-02,3.20E-02,-2.5707718,-5.3526,-0.37715135,NA,,
ILMN_1714383,8.86E-02,3.21E-02,2.5702833,-5.35338,1.81027262,974141150,TPD52L1,tumor protein D52-like 1
ILMN_1796538,8.87E-02,3.21E-02,-2.5698964,-5.354,-0.26634115,NA,,
ILMN_1811598,8.87E-02,3.21E-02,2.5696512,-5.3544,0.48329191,557786223,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
ILMN_1658957,8.87E-02,3.21E-02,-2.5695398,-5.35457,-0.47578687,215277009,WASH7P,WAS protein family homolog 7 pseudogene
ILMN_1893784,8.87E-02,3.21E-02,2.5695045,-5.35463,0.20102697,27833696,,
ILMN_1812134,8.87E-02,3.21E-02,-2.5694267,-5.35476,-0.31510067,665821140,EMSY,"EMSY, BRCA2 interacting transcriptional repressor"
ILMN_1656221,8.87E-02,3.21E-02,2.5693605,-5.35486,0.24520477,49227790,OR2T27,olfactory receptor family 2 subfamily T member 27
ILMN_1766668,8.87E-02,3.21E-02,2.5692292,-5.35507,0.21424335,324120911,PCDH7,protocadherin 7
ILMN_1659894,8.87E-02,3.21E-02,-2.5690876,-5.3553,-0.32799784,NA,,
ILMN_1784552,8.87E-02,3.21E-02,-2.5690385,-5.35538,-1.3367815,NA,,
ILMN_1651364,8.88E-02,3.21E-02,2.5688789,-5.35563,0.30664949,134133239,PCBD2,pterin-4 alpha-carbinolamine dehydratase 2
ILMN_1870067,8.88E-02,3.21E-02,-2.568853,-5.35567,-0.26523902,4827998,,
ILMN_1677542,8.88E-02,3.21E-02,-2.5685673,-5.35613,-0.29996745,NA,,
ILMN_2256687,8.88E-02,3.22E-02,2.5684683,-5.35629,0.30475442,224967047,SOX6,SRY-box 6
ILMN_1880233,8.88E-02,3.22E-02,-2.5681337,-5.35683,-0.1865874,23677731,,
ILMN_1719851,8.89E-02,3.22E-02,2.5680337,-5.35699,0.32267294,NA,,
ILMN_1676257,8.89E-02,3.22E-02,2.5675821,-5.35771,0.26720219,48717248,TMEM211,transmembrane protein 211
ILMN_1827930,8.89E-02,3.22E-02,-2.5675636,-5.35774,-0.32024988,4971943,,
ILMN_1860632,8.89E-02,3.22E-02,-2.5675342,-5.35779,-0.25472679,560898,,
ILMN_2231906,8.89E-02,3.22E-02,2.5675194,-5.35781,0.4392006,295148085,SPESP1,sperm equatorial segment protein 1
ILMN_1688543,8.89E-02,3.22E-02,-2.5674905,-5.35786,-0.24569282,4502148,APOA2,apolipoprotein A2
ILMN_1812877,8.89E-02,3.22E-02,2.5673641,-5.35806,0.21080186,67003556,ZNF688,zinc finger protein 688
ILMN_1724666,8.89E-02,3.22E-02,2.5673396,-5.3581,1.72891498,NA,,
ILMN_1910519,8.89E-02,3.22E-02,-2.567298,-5.35817,-0.19258776,49505468,,
ILMN_1763537,8.89E-02,3.22E-02,-2.567087,-5.3585,-0.85950588,515870721,LCTL,lactase like
ILMN_1832086,8.89E-02,3.22E-02,-2.5670164,-5.35862,-0.2516813,3330465,,
ILMN_1727065,8.89E-02,3.22E-02,2.566868,-5.35886,0.25798308,NA,,
ILMN_1794632,8.89E-02,3.22E-02,2.5668573,-5.35887,0.2464015,544346226,POLR1B,RNA polymerase I subunit B
ILMN_1696035,8.89E-02,3.22E-02,2.5668179,-5.35894,0.25357224,77628146,ERP29,endoplasmic reticulum protein 29
ILMN_1785660,8.90E-02,3.22E-02,-2.5666245,-5.35925,-0.36797854,295424843,SRPRA,SRP receptor alpha subunit
ILMN_1887646,8.90E-02,3.23E-02,-2.5665314,-5.3594,-0.29110422,19694667,,
ILMN_1851299,8.90E-02,3.23E-02,-2.5664951,-5.35945,-0.40897115,NA,,
ILMN_1708729,8.90E-02,3.23E-02,2.5662991,-5.35977,0.21788654,NA,,
ILMN_1741096,8.90E-02,3.23E-02,2.5660868,-5.36011,0.83806418,567757577,FDFT1,farnesyl-diphosphate farnesyltransferase 1
ILMN_1891677,8.90E-02,3.23E-02,-2.5658971,-5.36041,-0.26470852,6035991,,
ILMN_1821844,8.91E-02,3.23E-02,-2.5657092,-5.36071,-0.30093021,51667704,,
ILMN_1659430,8.91E-02,3.23E-02,-2.5656967,-5.36073,-0.27105131,525313642,PDE4DIP,phosphodiesterase 4D interacting protein
ILMN_1675708,8.91E-02,3.23E-02,-2.5656185,-5.36086,-0.35457366,262231785,MSH5,mutS homolog 5
ILMN_1845221,8.91E-02,3.23E-02,-2.5656104,-5.36087,-0.2524785,83153989,,
ILMN_1777564,8.91E-02,3.23E-02,-2.565468,-5.3611,-1.81017954,194688136,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast)
ILMN_1876466,8.91E-02,3.23E-02,-2.5653848,-5.36123,-0.25466865,6834459,MMP8,matrix metallopeptidase 8
ILMN_1817970,8.91E-02,3.23E-02,2.5653064,-5.36136,0.29164814,51667379,,
ILMN_1791314,8.91E-02,3.23E-02,-2.5651173,-5.36166,-0.22935076,NA,,
ILMN_1669193,8.91E-02,3.23E-02,-2.5649102,-5.36199,-0.1664616,NA,,
ILMN_1885801,8.92E-02,3.23E-02,-2.5646679,-5.36238,-0.27782869,80533347,HSPA9,heat shock protein family A (Hsp70) member 9
ILMN_1677841,8.92E-02,3.24E-02,-2.5643782,-5.36285,-0.26054881,NA,,
ILMN_1696556,8.92E-02,3.24E-02,-2.5642149,-5.36311,-0.45226685,930588880,URB2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
ILMN_1740426,8.92E-02,3.24E-02,2.5641931,-5.36314,1.45438076,317008583,RASD1,ras related dexamethasone induced 1
ILMN_1653824,8.92E-02,3.24E-02,2.5641762,-5.36317,2.08868019,157419137,LAMC2,laminin subunit gamma 2
ILMN_2098013,8.93E-02,3.24E-02,-2.5636539,-5.36401,-0.98118872,169636438,CETP,cholesteryl ester transfer protein
ILMN_1827449,8.93E-02,3.24E-02,-2.5634339,-5.36436,-0.20211782,19391305,,
ILMN_1683666,8.93E-02,3.24E-02,2.5633525,-5.36449,0.18961411,38201654,ING3,inhibitor of growth family member 3
ILMN_1852522,8.93E-02,3.24E-02,-2.5631486,-5.36482,-0.21871258,13543942,FOXD2-AS1,FOXD2 antisense RNA 1 (head to head)
ILMN_1728564,8.93E-02,3.24E-02,2.5629861,-5.36508,0.19389963,NA,,
ILMN_1795744,8.93E-02,3.24E-02,-2.5628682,-5.36526,-0.20374445,NA,,
ILMN_1724064,8.94E-02,3.24E-02,2.5627128,-5.36551,0.29905968,NA,,
ILMN_1653865,8.94E-02,3.25E-02,-2.5626121,-5.36568,-0.20723308,NA,,
ILMN_1800430,8.94E-02,3.25E-02,-2.562404,-5.36601,-0.29383125,338753403,BRF1,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit"
ILMN_2125374,8.94E-02,3.25E-02,-2.5623559,-5.36609,-0.28995171,985801723,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase
ILMN_1785676,8.94E-02,3.25E-02,2.5620985,-5.3665,0.22296279,94421470,RNF17,ring finger protein 17
ILMN_1874835,8.94E-02,3.25E-02,2.5620354,-5.3666,0.21850923,27830420,,
ILMN_1739134,8.95E-02,3.25E-02,-2.5616587,-5.3672,-0.28701897,NA,,
ILMN_1736180,8.95E-02,3.25E-02,2.561374,-5.36766,0.33405832,197313686,FRAT1,frequently rearranged in advanced T-cell lymphomas 1
ILMN_1850320,8.95E-02,3.25E-02,-2.5612084,-5.36792,-0.34053781,30212070,,
ILMN_2100285,8.95E-02,3.25E-02,-2.5611108,-5.36808,-0.40842375,56961679,CFAP58,cilia and flagella associated protein 58
ILMN_1883030,8.95E-02,3.25E-02,2.5610729,-5.36814,0.33780171,47295094,,
ILMN_1692429,8.96E-02,3.26E-02,-2.5605941,-5.36891,-0.32527924,74027245,PQBP1,polyglutamine binding protein 1
ILMN_1757569,8.96E-02,3.26E-02,-2.5605814,-5.36893,-0.41925008,49574531,GSK3A,glycogen synthase kinase 3 alpha
ILMN_1828968,8.97E-02,3.26E-02,-2.5600987,-5.3697,-0.23738324,27823678,,
ILMN_1914951,8.97E-02,3.26E-02,-2.5599145,-5.37,-0.3043907,27846258,,
ILMN_1696397,8.97E-02,3.26E-02,-2.5599124,-5.37,-0.22701925,NA,,
ILMN_1895164,8.97E-02,3.26E-02,-2.5598691,-5.37007,-0.45667512,23301160,,
ILMN_1667686,8.97E-02,3.26E-02,-2.5597309,-5.37029,-0.25145464,984290534,EXOC6,exocyst complex component 6
ILMN_1826683,8.97E-02,3.26E-02,-2.5596969,-5.37035,-0.18794117,19751160,,
ILMN_1809047,8.97E-02,3.26E-02,-2.5596837,-5.37037,-1.31514021,387912539,TBRG4,transforming growth factor beta regulator 4
ILMN_1721337,8.97E-02,3.26E-02,2.5595743,-5.37054,0.26874561,186928836,MRPS18B,mitochondrial ribosomal protein S18B
ILMN_1735499,8.97E-02,3.26E-02,-2.5595245,-5.37062,-0.86975364,54792128,DCBLD2,"discoidin, CUB and LCCL domain containing 2"
ILMN_1904401,8.97E-02,3.26E-02,-2.5593938,-5.37083,-0.34195143,27877951,,
ILMN_1787845,8.97E-02,3.26E-02,2.559153,-5.37122,0.21942043,NA,,
ILMN_1729487,8.98E-02,3.27E-02,2.5587403,-5.37188,0.67783228,156104879,GMPR,guanosine monophosphate reductase
ILMN_1849842,8.98E-02,3.27E-02,-2.5585893,-5.37212,-0.22575607,81228960,,
ILMN_2175894,8.98E-02,3.27E-02,-2.5585718,-5.37215,-0.42764142,662236847,HNRNPR,heterogeneous nuclear ribonucleoprotein R
ILMN_1789790,8.98E-02,3.27E-02,-2.5583231,-5.37255,-0.20620947,NA,,
ILMN_1797965,8.98E-02,3.27E-02,-2.5583127,-5.37256,-0.36332661,315113896,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2
ILMN_1667754,8.98E-02,3.27E-02,2.5581788,-5.37278,0.22505926,170671731,MC3R,melanocortin 3 receptor
ILMN_1671966,8.98E-02,3.27E-02,2.5581224,-5.37287,0.31746009,59938787,DSEL,dermatan sulfate epimerase-like
ILMN_1792620,8.98E-02,3.27E-02,-2.558082,-5.37293,-0.32786989,961349604,THG1L,tRNA-histidine guanylyltransferase 1 like
ILMN_1652628,8.98E-02,3.27E-02,2.5580214,-5.37303,0.18729283,NA,,
ILMN_2054213,8.98E-02,3.27E-02,-2.5579477,-5.37315,-0.42461338,283837901,MPHOSPH8,M-phase phosphoprotein 8
ILMN_1852245,8.98E-02,3.27E-02,-2.5579081,-5.37321,-0.24488639,5432616,,
ILMN_1669747,8.98E-02,3.27E-02,2.557859,-5.37329,0.41380544,110611225,UNC13B,unc-13 homolog B
ILMN_1772132,8.98E-02,3.27E-02,-2.5578232,-5.37335,-0.26935965,50345985,ATP5B,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"
ILMN_2264916,8.99E-02,3.27E-02,2.5573509,-5.3741,0.26077102,319655693,EDNRB,endothelin receptor type B
ILMN_1813801,8.99E-02,3.27E-02,-2.5571633,-5.3744,-1.34070282,NA,,
ILMN_1797612,8.99E-02,3.27E-02,-2.5571343,-5.37445,-0.20523151,NA,,
ILMN_1810880,8.99E-02,3.27E-02,-2.5569389,-5.37476,-0.31301244,NA,,
ILMN_1665217,9.00E-02,3.28E-02,-2.5567284,-5.3751,-0.70996828,612149755,CEP19,centrosomal protein 19
ILMN_1899654,9.00E-02,3.28E-02,2.5562651,-5.37584,0.24154841,2565932,,
ILMN_1765614,9.00E-02,3.28E-02,2.5560611,-5.37617,0.26679901,746816094,LYNX1,Ly6/neurotoxin 1
ILMN_1691647,9.01E-02,3.28E-02,-2.5558906,-5.37644,-0.773371,15451747,CGB5,chorionic gonadotropin beta subunit 5
ILMN_1757183,9.01E-02,3.28E-02,-2.5557406,-5.37668,-0.31880376,NA,,
ILMN_1721180,9.01E-02,3.28E-02,-2.5554507,-5.37715,-0.22953968,156713452,POM121L9P,"POM121 transmembrane nucleoporin like 9, pseudogene"
ILMN_1681728,9.01E-02,3.28E-02,-2.5553706,-5.37728,-0.35984516,NA,,
ILMN_1879971,9.01E-02,3.28E-02,2.5553123,-5.37737,0.17494551,4072473,,
ILMN_1667903,9.01E-02,3.28E-02,-2.5552968,-5.37739,-0.25451202,NA,,
ILMN_1691772,9.02E-02,3.29E-02,-2.5547252,-5.37831,-0.48980729,109715824,ZSCAN29,zinc finger and SCAN domain containing 29
ILMN_1744863,9.02E-02,3.29E-02,2.5545072,-5.37866,0.22593641,522838269,PCDHB1,protocadherin beta 1
ILMN_1701020,9.02E-02,3.29E-02,2.5544712,-5.37872,0.24337308,NA,,
ILMN_1662401,9.02E-02,3.29E-02,-2.5544644,-5.37873,-0.21659819,NA,,
ILMN_1789543,9.03E-02,3.29E-02,-2.5540208,-5.37944,-0.24251786,NA,,
ILMN_2414533,9.03E-02,3.29E-02,-2.5537739,-5.37983,-0.50688895,57546907,ARMCX6,"armadillo repeat containing, X-linked 6"
ILMN_1752995,9.03E-02,3.29E-02,2.5534441,-5.38036,0.30895144,1011750880,FAM83A,family with sequence similarity 83 member A
ILMN_1903222,9.04E-02,3.29E-02,-2.5532569,-5.38066,-0.19736083,27835324,LOC100996654,uncharacterized LOC100996654
ILMN_1907830,9.04E-02,3.29E-02,-2.5529933,-5.38108,-0.30776777,27846909,,
ILMN_1807036,9.04E-02,3.30E-02,2.5526939,-5.38156,0.49530404,430768621,AQP5,aquaporin 5
ILMN_1683044,9.05E-02,3.30E-02,2.5524494,-5.38195,0.35973593,613410240,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2
ILMN_1901046,9.05E-02,3.30E-02,-2.5520058,-5.38266,-0.23175548,83160981,,
ILMN_1663980,9.08E-02,3.31E-02,-2.5500919,-5.38573,-0.16964779,NA,,
ILMN_1913057,9.08E-02,3.31E-02,2.5500605,-5.38578,0.24457594,18524764,,
ILMN_1690420,9.08E-02,3.31E-02,2.5499566,-5.38595,0.30118688,187761347,GFI1,growth factor independent 1 transcriptional repressor
ILMN_1910659,9.08E-02,3.31E-02,2.5495645,-5.38657,0.24424979,27847488,LOC102724264,uncharacterized LOC102724264
ILMN_1717029,9.08E-02,3.31E-02,2.5495473,-5.3866,0.38510923,134288862,RTP5,receptor transporter protein 5 (putative)
ILMN_1890788,9.08E-02,3.31E-02,2.5494229,-5.3868,0.28635314,385231,LOC101928278,uncharacterized LOC101928278
ILMN_1739042,9.08E-02,3.31E-02,-2.5494174,-5.38681,-0.24583517,NA,,
ILMN_1837226,9.08E-02,3.31E-02,-2.5494172,-5.38681,-0.26004483,5362526,,
ILMN_1689675,9.09E-02,3.31E-02,2.5493167,-5.38697,0.23864736,506328058,HEMGN,hemogen
ILMN_1652807,9.09E-02,3.31E-02,2.5492281,-5.38711,0.31216253,84043946,HOXA3,homeobox A3
ILMN_2163206,9.09E-02,3.32E-02,-2.5490715,-5.38736,-0.39516338,224586820,CCDC110,coiled-coil domain containing 110
ILMN_1711790,9.09E-02,3.32E-02,2.5490457,-5.3874,0.1960336,116517225,DEFB135,defensin beta 135
ILMN_1768435,9.09E-02,3.32E-02,-2.5489724,-5.38752,-0.20679356,NA,,
ILMN_1905817,9.09E-02,3.32E-02,-2.5489709,-5.38752,-0.1963644,13742734,,
ILMN_1722620,9.09E-02,3.32E-02,-2.5488701,-5.38769,-0.35327053,NA,,
ILMN_1801122,9.09E-02,3.32E-02,-2.5485173,-5.38825,-0.50992603,NA,,
ILMN_1916943,9.09E-02,3.32E-02,-2.5485014,-5.38828,-0.22861169,27834931,,
ILMN_1733684,9.09E-02,3.32E-02,2.5484738,-5.38832,0.22230673,20544167,HIST1H1T,"histone cluster 1, H1t"
ILMN_1653927,9.09E-02,3.32E-02,-2.5483532,-5.38851,-0.33470538,22546028,SNORD83A,"small nucleolar RNA, C/D box 83A"
ILMN_1675433,9.10E-02,3.32E-02,2.5481131,-5.3889,0.1686121,NA,,
ILMN_1867784,9.10E-02,3.32E-02,2.5480085,-5.38907,0.27007462,19605310,,
ILMN_1868850,9.11E-02,3.33E-02,-2.5468028,-5.391,-0.1809734,NA,,
ILMN_1658093,9.12E-02,3.33E-02,2.5464994,-5.39148,0.3393878,NA,,
ILMN_1653276,9.12E-02,3.33E-02,-2.5464991,-5.39148,-0.25253604,NA,,
ILMN_1813833,9.12E-02,3.33E-02,-2.5462807,-5.39183,-0.3701307,756140867,NARFL,nuclear prelamin A recognition factor like
ILMN_2107344,9.12E-02,3.33E-02,2.5462148,-5.39194,0.25266838,NA,,
ILMN_1717677,9.12E-02,3.33E-02,-2.545937,-5.39238,-0.42606265,306922393,ZFHX2,zinc finger homeobox 2
ILMN_1830620,9.12E-02,3.33E-02,-2.5458067,-5.39259,-0.2246666,314554,,
ILMN_1688627,9.12E-02,3.33E-02,2.5458046,-5.39259,0.23602511,328927011,AGBL2,ATP/GTP binding protein like 2
ILMN_1668525,9.12E-02,3.33E-02,-2.5457583,-5.39267,-0.23476257,66528585,NR3C1,nuclear receptor subfamily 3 group C member 1
ILMN_1658289,9.12E-02,3.33E-02,-2.5456995,-5.39276,-0.61013591,1003088754,WDR54,WD repeat domain 54
ILMN_1658109,9.13E-02,3.33E-02,-2.5454527,-5.39316,-0.26805636,NA,,
ILMN_1731299,9.13E-02,3.33E-02,2.5454104,-5.39322,0.54843718,67089148,PML,promyelocytic leukemia
ILMN_1688817,9.13E-02,3.34E-02,2.5449533,-5.39396,0.17194131,NA,,
ILMN_1753101,9.13E-02,3.34E-02,2.5448589,-5.39411,3.9712316,359718942,VTCN1,V-set domain containing T cell activation inhibitor 1
ILMN_1767414,9.14E-02,3.34E-02,-2.5446233,-5.39448,-0.39622828,164519034,CDK3,cyclin dependent kinase 3
ILMN_1695509,9.14E-02,3.34E-02,2.5445408,-5.39462,0.39887136,196114950,PTPN12,"protein tyrosine phosphatase, non-receptor type 12"
ILMN_1736317,9.14E-02,3.34E-02,2.5443359,-5.39494,0.28323228,93277089,NALCN,"sodium leak channel, non-selective"
ILMN_1701477,9.14E-02,3.34E-02,2.5439224,-5.39561,0.40119909,215820637,SGF29,SAGA complex associated factor 29
ILMN_1660533,9.15E-02,3.34E-02,-2.5436558,-5.39603,-0.52569853,62739176,RPN1,ribophorin I
ILMN_1863998,9.15E-02,3.34E-02,-2.543598,-5.39613,-0.25975873,51666505,,
